topic-id,topic-name
1154,Mutually Exclusive Events
1155,The Focus-Directrix Property of a Parabola
1156,Expanding a Binomial Using Binomial Coefficients
1157,Expanding Binomials Using Pascal's Triangle
1158,Approximating Values Using the Binomial Theorem
1159,Calculating Definite Integrals Using Substitution
1161,Integrating Logarithmic Functions Using Substitution
1163,Logistic Growth Models With First-Order ODEs
1164,Reducing ODEs to First-Order Linear by Substitution
1165,Two-Dimensional Vectors Expressed in Component Form
1166,Three-Dimensional Vectors in Component Form
1167,Index Notation for Matrices
1168,Properties of Matrix Addition
1169,The Geometric Interpretation of the 2x2 Determinant
1170,Finding Volumes of Tetrahedrons and Pyramids Using Vector Products
1171,Multiplying a Matrix by the Identity Matrix
1172,Selecting Procedures for Analyzing Infinite Series
1173,The Remainder Estimate for the Integral Test
1174,The Alternating Series Error Bound
1176,Telescoping Series
1177,Second-Degree Taylor Polynomials
1179,Solving First-Order IVPs Using Separation of Variables
1181,Verifying Solutions of Differential Equations
1183,Circles in the Coordinate Plane
1184,Perpendicular Bisectors of Diameters in the Coordinate Plane
1185,Perpendicular Bisectors of Chords
1187,Thales' Theorem in the Coordinate Plane
1188,Equations of Tangent Lines to Circles
1189,The Generalized Binomial Theorem
1191,Determining Ranges of Validity for Generalized Binomial Expansions
1192,Approximating Values Using the Generalized Binomial Theorem
1195,Multiplying a Matrix by a Column Vector
1196,Multiplying Matrices
1197,Areas of Similar Polygons
1198,Conformability for Matrix Multiplication
1200,Calculating the Definite Integral of a Function Given Its Graph
1201,Calculating the Definite Integral of a Function's Derivative Given its Graph
1203,The Average Value of a Function
1204,Sketching the Derivative of a Function From the Function's Graph
1206,Sketching a Function From the Graph of its Derivative
1207,Sketching a Function Given Some Derivative Properties
1208,The Average Rate of Change of a Function over a Varying Interval
1210,L'Hopital's Rule Applied to Tables
1211,Solving Optimization Problems Using Derivatives
1212,Optimization Problems Involving Sectors of Circles
1213,Optimization Problems Involving Boxes and Trays
1214,Optimization Problems Involving Cylinders
1216,Optimizing Distances
1217,Optimization Problems With Inscribed Shapes
1218,Optimization Problems in Economics
1219,Modeling Using the Law of Sines
1222,Third-Degree Taylor Polynomials
1223,The Quotient Rule for Exponents
1224,The Power Rule for Exponents
1225,Removing Discontinuities From Rational Functions
1226,Recursive Sequences
1230,Maximizing a Function Using the Graph of Its Derivative
1231,Products of Complex Numbers Expressed in Polar Form
1232,Quotients of Complex Numbers Expressed in Polar Form
1234,Square Roots of Complex Numbers
1236,The CIS Notation
1240,Equations of Lines in Slope-Intercept Form
1244,Stretches of Absolute Value Graphs
1245,Determining Limits of Sequences Using Relative Magnitudes
1246,The Product and Quotient Rules for Limits
1248,Volumes of Solids with Rectangular Cross Sections
1249,Calculating Derivatives From Data and Tables
1250,Minimizing a Function Using the Graph of its Derivative
1251,Vertical Translations of Functions
1252,Vertical Stretches of Functions
1254,Combining Graph Transformations: Two Operations
1255,Cartesian Equations of Parametric Curves
1257,Finding Intersections of Parametric Curves and Lines
1258,General Solutions of Elementary Trigonometric Equations
1259,General Solutions of Trigonometric Equations With Transformed Functions
1260,Subgraphs and Graph Complements
1262,Limits of Piecewise Functions
1263,Limits at Infinity of Polynomials
1264,Surface Integrals Over Cartesian Surfaces
1270,Polar Equations of Circles Centered on the Coordinate Axes
1274,Finding Intersections of Polar Curves
1275,The Area of a General Triangle
1276,Volumes of Solids with Triangular Cross Sections
1277,Calculating the Magnitude of Cartesian Vectors in 3D
1278,The Angle Between Two Vectors
1280,Volumes of Solids with Circular Cross Sections
1281,Approximating Areas With the Right Riemann Sum
1282,Calculating Derivatives From Data Using the Chain Rule
1284,Trees and Forests
1285,Calculating a Scalar Projection
1286,The Scalar Triple Product
1287,Volumes of Parallelepipeds
1289,The Power of Quotient Rule for Exponents
1290,Probability Mass Functions of Discrete Random Variables
1295,Calculating a Vector Projection
1296,Directed Acyclic Graphs
1297,Equivalent Expressions With Fractions
1299,Finding Areas Using the Cross Product
1317,Polygons
1318,Rationalizing Denominators
1319,Interior Angles of Polygons
1320,Modeling With Two-Variable Linear Inequalities
1321,Exterior Angles of Polygons
1322,Regular Polygons
1331,The Power of Product Rule With Algebraic Expressions
1335,The Rule of the Lazy Statistician
1341,Permutations With Repetition
1342,K Permutations of N With Repetition
1343,Combinations With Repetition
1344,The Inclusion-Exclusion Principle
1345,Finding the Limits of Integration For a Given Polar Region
1346,Finding the Nth Term of an Arithmetic Sequence Given Two Terms
1347,Probability Density Functions of Continuous Random Variables
1351,Singular Linear Transformations in the Plane
1352,Areas of Rectangles and Squares
1353,Areas of Trapezoids
1354,Properties of Parallelograms
1357,Proving Congruence Statements
1358,Shear and Stretch as Linear Transformations
1359,Determining Intervals on Which a Function Is Increasing or Decreasing
1360,Using the First Derivative Test to Classify Local Extrema
1361,Integrating the Reciprocal Function
1362,Differentiating Hyperbolic Functions
1363,Combining Stretches of Geometric Figures
1365,The AA Similarity Criterion
1366,The SAS Similarity Criterion
1367,Side Lengths and Angle Measures of Similar Polygons
1373,Solving 2x2 Singular Systems of Equations Using Gaussian Elimination
1374,Solving 3x3 Singular Systems of Equations Using Gaussian Elimination
1375,The Eigenvalues and Eigenvectors of a 2x2 Matrix
1376,The Vector Equation of a Line
1377,Limits of Logarithmic Functions
1378,"Points, Lines, Rays, and Segments"
1379,Measures of Segments
1382,Improper Integrals Over the Real Line
1384,Connecting Infinite Limits and Vertical Asymptotes of Rational Functions
1386,The Perimeter of a Polygon
1387,The Midpoint Theorem
1388,Variance of Discrete Random Variables
1392,Distance Matrices
1393,Kruskal's Algorithm
1395,Modeling With the Binomial Distribution
1396,Sampling
1397,Areas of Triangles
1398,Proving Properties of Parallelograms
1399,Areas of Parallelograms
1401,Outward-Pointing Unit Normal Vectors in 2D
1402,Prim's Algorithm
1403,The Isosceles Triangle Theorem
1404,Circles
1406,The Tangent-Chord Theorem
1407,The Multinomial Theorem
1409,Counting Terms in Multinomial Expansions
1412,Solving Linear Equations by Trial and Error
1413,Solving Linear Equations Using Cross-Multiplication
1414,Linear Equations With Infinitely Many Solutions
1415,Solving Rational Equations Containing One Fractional Term
1416,Applying Prim's Algorithm to a Distance Matrix
1417,Combining the Rules of Exponents With Algebraic Expressions
1422,Solving Quadratic Equations with Leading Coefficients by Factoring
1423,Solving Perfect Square Quadratic Equations
1424,The Zero Product Rule for Solving Quadratic Equations
1425,Perfect Square Quadratic Equations with One or No Solutions
1427,Perpendicular Lines in the Coordinate Plane
1428,The Power of Quotient Rule With Algebraic Expressions
1429,The Discriminant of a Quadratic Function
1432,Finding the Area Between a Curve and the X-Axis When They Intersect
1435,The Area Between Two Shapes
1437,Solving Problems With Angles
1451,The Average of the Roots Formula
1453,Using the Pythagorean Identity in the First Quadrant
1454,Simplifying Expressions Using the Secant-Tangent Identity
1455,Simplifying Trigonometric Expressions Using the Cotangent-Cosecant Identity
1456,Calculating Reference Angles
1457,Combining the Rules of Exponents
1458,Exterior Angles of Triangles
1459,Classifying Quadrilaterals
1460,Properties of Trapezoids
1461,Properties of Rectangles and Squares
1462,Congruent Segments
1463,Midpoints
1466,Face Diagonals of Cubes
1467,Volumes of Cubes
1468,Areas and Perimeters of Composite Shapes
1470,Mean and Variance of the Normal Distribution
1471,Solving Trigonometric Equations Using the Zero-Product Property
1472,Inverses of Exponential and Logarithmic Functions
1473,The Product Rule for Logarithms
1474,The Quotient Rule for Logarithms
1475,The Power Rule for Logarithms
1478,Calculating Areas of Rectangles in the Plane
1479,Calculating Perimeters in the Plane
1481,Modeling With Compound Interest
1482,Solving Exponential Equations Using Logarithms
1483,Graphing the Inverse Sine Function
1486,Graphing the Inverse Cosine Function
1487,Graphing the Inverse Tangent Function
1491,Graphing Sine and Cosine
1493,Graphing Tangent and Cotangent
1494,Solving Polynomial Inequalities Using Special Factoring Techniques and the Graphical Method
1495,Solving Elementary Quadratic Inequalities
1497,Proving Circle Similarity
1498,Joint Frequency Tables
1499,Creating Exponential Growth Expressions
1500,Collinear Points
1503,Circle Similarity
1505,Sums of Angles
1507,Vertical Angles
1508,Angle Bisectors
1509,"Right, Straight, Full, and Null Angles"
1510,"Acute, Obtuse, and Reflex Angles"
1511,Supplementary Angles
1512,Angle Criteria for Parallel Lines
1515,Congruent Polygons
1516,Translations of Geometric Figures
1517,Rotations of Geometric Figures
1518,Reflections of Geometric Figures in the Cartesian Plane
1520,The SAS Congruence Criterion
1521,The HL Congruence Criterion
1524,Medians and Centroids of Triangles
1530,Graphing Exponential Growth Functions
1531,Graphing Exponential Decay Functions
1532,Graphing Logarithmic Functions
1534,Modeling Upwards Vertical Motion
1535,Systems of Linear Inequalities
1540,Graph Transformations of Square Root Functions
1551,Solving Logarithmic Equations Containing the Natural Logarithm
1565,Elementary Trigonometric Equations Containing Secant
1566,Elementary Trigonometric Equations Containing Cosecant
1567,Elementary Trigonometric Equations Containing Cotangent
1573,Graphing Secant and Cosecant
1576,Compound OR Inequalities
1580,Finding Exact Values of Trigonometric Expressions Using the Double-Angle Formulas for Cosine
1583,Solving Exponential Equations With Different Bases
1584,Horizontal Translations of Functions
1585,Horizontal Reflections of Functions
1586,Horizontal Stretches of Functions
1587,Solving Equations With Even Exponents Using the Nth Root Method
1588,Analyzing and Interpreting Graphs of Linear Equations
1589,Distance-Time Graphs
1590,Calculating Distance From a Speed-Time Graph
1594,Solving Logarithmic Equations Using the Laws of Logarithms
1597,Angles and Sides in Right Triangles
1599,Simplifying Logarithmic Expressions
1600,The Domain of a Transformed Radical Function
1601,Classifying Triangles
1602,Introduction to Modeling With Inequalities
1603,Modeling With Two-Step Inequalities
1605,Calculating Arc Length Using Radians
1606,Calculating Areas of Sectors Using Radians
1608,Calculating Areas of Right Triangles Using Trigonometry
1609,Properties of Transformed Exponential Functions
1610,Properties of Transformed Logarithmic Functions
1628,Increasing and Decreasing Functions
1629,Interpreting Exponential Decay
1632,Variance and Standard Deviation
1633,Normal Approximations of Binomial Distributions
1634,The Mean of a Data Set
1639,Complementary Angles
1643,Solving Logarithmic Equations With Logarithms on Both Sides
1644,Heights of Triangles
1647,The Complex Conjugate and the Roots of a Quadratic Equation
1653,Graphing Elementary Cubic Functions
1654,Graphing Cubic Curves Containing Three Distinct Real Roots
1656,Graphing Cubic Curves Containing a Double Root
1659,Horizontal Translations of Trigonometric Functions
1661,Vertical Stretches of Trigonometric Functions
1673,Incidence Matrices
1676,Simplifying Rational Expressions Using Polynomial Factorization
1677,Volumes of Revolution Using the Disc Method: Rotation About Other Axes
1682,Vertical Reflections of Exponential Functions
1684,The Handshaking Lemma
1685,The Sum and Constant Multiple Rules for Definite Integrals
1686,Differentiating Reciprocal Trigonometric Functions
1691,Continuity and Differentiability of Functions
1695,Cut Vertices and Cut Edges
1702,Cycles in Graphs
1707,Combining Graph Transformations of Logarithmic Functions
1712,Falling Body Problems With Linear Drag
1713,Modeling Mixture Problems With First-Order Separable ODEs
1714,Counting Trees
1716,"Limits of Power Functions, and the Constant Rule for Limits"
1717,Limits of Exponential Functions
1719,Limits of Trigonometric Functions
1720,End Behavior of Rational Functions
1721,Differentiating Inverse Reciprocal Trigonometric Functions
1724,Properties of Matrix Multiplication
1725,Powers of Matrices
1726,Elementary 2x2 Matrices
1727,Row Operations on 2x2 Matrices as Products of Elementary Matrices
1728,Finding the Inverse of a 2x2 Matrix Using Row Operations
1729,Representing 2x2 Systems of Equations Using a Matrix Product
1730,The Invertible Matrix Theorem in Terms of 2x2 Systems of Equations
1731,Elementary 3x3 Matrices
1732,Finding the Inverse of a 3x3 Matrix Using Row Operations
1733,Gaussian Elimination For NxM Systems of Equations
1734,Finding the Inverse of an NxN Square Matrix Using Row Operations
1735,Partitioned and Block Matrices
1737,The Domain of a Vector-Valued Function
1738,Differentiation Rules for Vector-Valued Functions
1739,Continuity and Differentiability of Vector-Valued Functions
1741,Limits of Vector-Valued Functions
1744,Integration Rules for Vector-Valued Functions
1745,Areas of Circles
1752,Diagonals of Rectangular Solids
1753,Volumes of Rectangular Solids
1762,Surface Areas of Cylinders
1763,Surface Areas of Right Cones
1764,Conical Frustums
1765,Surface Areas of Spheres
1769,The Determinant of an NxN Matrix
1770,Finding Determinants Using Laplace Expansions
1771,Basic Properties of Determinants
1772,Row and Column Operations on Determinants
1773,Finding Determinants Using Row and Column Operations
1774,Further Properties of Determinants
1775,Cramer's Rule for 2x2 Systems of Linear Equations
1776,Cramer’s Rule for 3x3 Systems
1777,Triangular Matrices
1778,Slant Heights of Right Cones
1779,LU Factorization of 2x2 Matrices
1780,LU Factorization of 3x3 Matrices
1781,LU Factorization of NxN Matrices
1782,Solving Systems of Equations Using LU Factorization
1783,Simplifying Polynomials
1784,Calculating dy/dx Using dx/dy
1785,Differentiating Inverse Functions
1788,Modeling RL Circuits With First-Order ODEs
1789,Parametric Surfaces
1790,Areas of Parametric Surfaces
1792,Tangent Vectors and Tangent Lines to Curves
1794,Unit Tangent Vectors
1795,Principal Normal Vectors
1796,The Osculating Plane
1799,The Cartesian Equation of a Line
1805,The Vector Equation of a Plane
1806,The Parametric Equations of a Plane
1807,The Cartesian Equation of a Plane
1808,The Intersection Between a Line and a Plane
1810,The Shortest Distance Between a Plane and a Point
1813,Calculating Limits of Rational Functions by Factoring
1814,Infinite Limits from Graphs
1815,Vertical Asymptotes of Rational Functions
1817,Locating Holes in Rational Functions
1818,The Recursive Formula for a Geometric Sequence
1819,The Cube Root of a Perfect Cube
1822,The Square Root of a Perfect Square
1824,Orthogonal Trajectories
1826,The Five Platonic Solids
1827,Products of Even and Odd Functions
1831,Graphs of the Hyperbolic Functions
1832,Evaluating Expressions Using a Graphing Calculator
1833,Introduction to Curvature
1834,Radius of Curvature
1836,Finding Curvature Using the Cross Product
1837,The Arc Length of a Vector-Valued Function
1838,Parameterization by Arc Length
1839,The Curvature of a Plane Curve
1843,The Normal Distribution
1844,Further Extensions of the Special Trigonometric Ratios
1845,Modeling Capacitor Charge in RCL Circuits With Second-Order ODEs
1848,Angles in the Coordinate Plane
1849,Vectors in N-Dimensional Euclidean Space
1850,The Column Space of a Matrix
1851,Linear Combinations of Vectors in N-Dimensional Euclidean Space
1852,Linear Span of Vectors in N-Dimensional Euclidean Space
1853,Subspaces of N-Dimensional Space
1854,The Null Space of a Matrix
1855,Finding a Basis of a Span
1856,Finding a Basis of the Null Space of a Matrix
1859,Linear vs. Exponential Growth and Decay
1861,Linear Dependence and Independence
1863,Addition and Subtraction in Scientific Notation
1864,Expressing the Coordinates of a Vector in a Given Basis
1865,Writing Vectors in Different Bases
1866,The Dimension of a Span
1867,The Rank of a Matrix
1868,The Dimension of the Null Space of a Matrix
1869,"The Invertible Matrix Theorem in Terms of Dimension, Rank and Nullity"
1873,Limits at Infinity from Graphs
1875,Properties of Transformed Square Root Functions
1880,Regular Singular Points
1882,Domain and Range of Quadratic Functions
1884,Domain and Range of Absolute Value Functions
1886,One-To-One Functions
1887,The Vertical Line Test
1888,Global Extrema of Functions
1889,Invertible Functions
1892,Hyperboloids
1893,Paraboloids
1894,Elliptic Cones
1895,Cylinders
1896,Ellipsoids
1898,Identifying Quadric Surfaces
1899,The Domain of a Multivariable Function
1900,Level Curves
1903,Limits at Infinity and Horizontal Asymptotes of Rational Functions
1904,Identifying the Pivot Columns of a Matrix
1905,Limits of Reciprocal Functions
1906,Introduction to Abstract Vector Spaces
1907,Subspaces of Abstract Vector Spaces
1908,Linear Independence in Abstract Vector Spaces
1909,Bases in Abstract Vector Spaces
1910,Changing a Basis Using the Change-of-Coordinates Matrix
1911,Markov Chains
1913,Steady-State Vectors
1914,The Sum Rule for Limits
1915,First-Order Recurrence Relations
1916,Second-Order Homogeneous Recurrence Relations: Characteristic Equations with Repeated Roots
1919,The SSS Similarity Criterion
1920,The Parametric Equations of a Line
1924,Inhibited Growth Models With First-Order ODEs
1925,Reduction of Order
1927,The Product Rule for Radicals
1928,The Change-of-Coordinates Matrix
1929,Introduction to Partial Derivatives
1930,Interior and Boundary Points
1931,Limits and Continuity of Multivariable Functions
1932,Partial Differentiability of Multivariable Functions
1933,Higher-Order Partial Derivatives
1934,The Gradient Vector
1936,The Multivariable Chain Rule in Vector Form
1937,Linearization of Multivariable Functions
1938,Directional Derivatives
1939,The Gradient as a Normal Vector
1940,Tangent Lines to Level Curves
1941,The Multivariable Mean-Value Theorem
1942,The Multivariable Chain Rule With Polar Coordinates
1944,The Second Partial Derivatives Test
1945,Global vs. Local Extrema and Critical Points of Multivariable Functions
1947,Calculating Global Extrema of Multivariable Functions
1948,Lagrange Multipliers With One Constraint
1950,Differentials
1951,Calculating Potential Functions
1955,Geometric Interpretations of Partial Derivatives
1957,Equality of Mixed Partial Derivatives
1958,Limits of Reciprocal Trigonometric Functions
1959,The Standard Matrix of a Linear Transformation
1960,The Kernel of a Linear Transformation
1961,The Matrix of a Linear Transformation Relative to a Basis
1962,The Invertible Matrix Theorem in Terms of Linear Transformations
1963,The Image and Rank of a Linear Transformation
1964,The Characteristic Equation of a Matrix
1965,Calculating the Eigenvectors of a 3x3 Matrix in the General Case
1966,The Invertible Matrix Theorem in Terms of Eigenvalues
1967,The Matrix of a Linear Map Relative to Two Bases
1968,Diagonalizing a 2x2 Matrix
1969,Properties of Diagonalization
1970,Diagonalizing a 3x3 Matrix With Distinct Eigenvalues
1971,Diagonalizing a 3x3 Matrix in the General Case
1972,The Cayley-Hamilton Theorem
1976,Equivalent Sets
1977,Calculating the Eigenvectors of a 3x3 Matrix With Distinct Eigenvalues
1978,Level Surfaces
1979,Type I and II Regions in Two-Dimensional Space
1980,Tangent Planes to Surfaces
1981,Cylindrical Polar Coordinates
1982,Spherical Polar Coordinates
1983,Double Summations
1984,Tangent Planes to Level Surfaces
1985,Function Composition
1986,Limits of Radical Functions
1987,Evaluating Expressions With Integer Exponents
1989,Introduction to Recurrence Relations
1990,Defining Double Integrals Using Lower and Upper Riemann Sums
1992,Double Integrals Over Rectangular Domains
1994,Surface Areas of Revolution: Rotation About the X-Axis
1995,Surface Areas of Revolution for Parametric Curves
1996,Double Integrals Over Partitioned Regions
1997,Changing the Order of Integration in Double Integrals
1998,Computing Areas Using a Change of Variables
1999,The Jacobian
2000,Properties of Double Integrals
2001,Interpreting Graphs of Exponential Functions
2002,Point Discontinuities
2003,Jump Discontinuities
2004,Discontinuities Due to Vertical Asymptotes
2006,Continuity of Functions
2007,Second-Order Homogeneous Recurrence Relations: Characteristic Equations with Distinct Real Roots
2008,Second-Order Homogeneous Recurrence Relations: Characteristic Equations with Complex Roots
2009,Second-Order Recurrence Relations with Exponential Forcing
2011,Second-Order Recurrence Relations with Polynomial Forcing
2012,The Power of Product Rule for Exponents
2013,Dividing Polynomials by Linear Binomials Using Long Division
2014,Connections Between Matrix Representations of a Linear Transformation
2015,Matrices Over the Complex Numbers
2016,Finding Complex Eigenvalues of Real 2x2 Matrices
2017,Rotation-Scaling Matrices
2018,Reducing Real 2x2 Matrices to Rotation-Scaling Form
2019,Block Diagonalization of NxN Matrices
2021,Extending the Pythagorean Identity to All Quadrants
2022,The Roots of a Function
2023,Modeling With First-Order ODEs
2024,Cumulative Distribution Functions for Discrete Random Variables
2025,"Density, Mass, and Charge of Plane Laminas"
2026,Moments and Center of Mass
2027,Moments of Inertia of Laminas About the Coordinate Axes
2028,The Parallel Axis Theorem
2030,Double Integrals in Plane Polar Coordinates
2033,Graphing Reciprocal Functions
2034,Sums and Products of Rational and Irrational Numbers
2035,Geometry in the Complex Plane
2036,Velocity and Acceleration for Plane Motion
2038,Graphing the Square Root Function
2039,Closure Properties of Rational Expressions
2044,Further Solving of Rational Inequalities
2046,Unbounded Behavior of Functions Near a Point
2047,Converting Between Exponents
2048,End Behavior of Functions
2049,Graphing General Polynomials
2050,End Behavior of Polynomials
2051,Describing Relationships Using Polynomial Identities
2052,Triple Integrals Over Rectangular Domains
2053,Calculating Volumes of Solids Using Triple Integrals
2056,Changing the Order of Integration in Triple Integrals: Changing Projection
2058,The Jacobian of a Three-Dimensional Transformation
2059,Triple Integrals in Cylindrical Polar Coordinates
2060,Triple Integrals in Spherical Polar Coordinates
2062,Properties of Transformed Sine and Cosine Functions
2064,Properties of Transformed Tangent and Cotangent Functions
2076,Solving Two-Variable Nonlinear Inequalities
2082,Domain and Range of Transformed Reciprocal Functions
2083,Row Echelon Form
2084,Graphing Cubic Curves Containing One Distinct Real Root
2086,Introduction to Systems of Linear ODEs
2087,Solving Homogeneous Systems of ODEs With Distinct Eigenvalues
2088,Solving Homogeneous Systems of ODEs With Distinct Eigenvalues and Initial Conditions
2089,Row Operations on 3x3 Matrices as Products of Elementary Matrices
2094,The Dot Product in N-Dimensional Euclidean Space
2095,The Norm of a Vector in N-Dimensional Euclidean Space
2096,Inner Product Spaces
2097,The Inner Product in Vector Spaces Over the Complex Numbers
2098,The Norm of a Vector in Inner Product Spaces
2099,Orthogonal Vectors in Euclidean Spaces
2100,Orthogonal Vectors in Inner Product Spaces
2101,The Cauchy-Schwarz Inequality and the Angle Between Two Vectors
2102,Orthogonal Complements
2103,Orthogonal Sets in Euclidean Spaces
2104,Orthogonal Sets in Inner Product Spaces
2105,Orthogonal Matrices
2107,Line Integrals of Scalar Functions
2108,Line Integrals of Vector-Valued Functions Over Parametric Curves
2109,Line Integrals With Respect to X and Y
2110,The Fundamental Theorem for Line Integrals
2116,Introduction to Green's Theorem
2117,Extending Green's Theorem
2118,Solving Advanced Radical Equations
2119,Factoring Cubic Polynomials Using the Factor Theorem
2122,Projecting Vectors Onto One-Dimensional Subspaces
2123,Projecting Vectors Onto Subspaces in Euclidean Spaces (Orthogonal Bases)
2124,Projecting Vectors Onto Subspaces in Euclidean Spaces (Arbitrary Bases)
2125,"Projection Matrices, Linear Transformations and Their Properties"
2126,Projecting Vectors Onto Subspaces in Inner Product Spaces
2127,The Gram-Schmidt Process for Two Vectors
2128,The Gram-Schmidt Process in the General Case
2129,QR Factorization
2130,"Type I, II, and III Regions in Three-Dimensional Space"
2131,The Divergence of a Vector Field
2132,The Curl of a Vector Field
2135,The Divergence Theorem
2138,Stokes' Theorem
2141,Triple Integrals Over Type II Regions
2142,Triple Integrals Over Type III Regions
2147,Solving Polynomial Inequalities Using a Graphical Method
2148,Periodic Functions
2149,Mean and Variance of the Binomial Distribution
2150,The Intermediate Value Theorem
2151,Double Integrals Over Type I Regions
2152,Double Integrals Over Type II Regions
2153,The Pythagorean Theorem and the Triangle Inequality
2155,Tree Diagrams for Independent Events
2162,Solving Polynomial Inequalities Using the Sign Table Method
2163,Cumulative Distribution Functions for Continuous Random Variables
2166,The Least-Squares Solution of a Linear System (Without Collinearity)
2167,The Least-Squares Solution of a Linear System (With Collinearity)
2168,Finding a Least-Squares Solution Using QR Factorization
2169,Linear Regression With Matrices
2170,Polynomial Regression With Matrices
2171,Multiple Linear Regression With Matrices
2172,Angles and Measures of Angles
2173,Polar Equations of Radial Lines
2174,Squaring Rational Numbers
2181,The Greatest Common Factor of Two Monomials
2183,Evaluating Rational Expressions
2184,Evaluating Algebraic Radical Expressions
2189,Infinite Limits of Rational Functions
2195,Cubing Rational Numbers
2198,Using Green's Theorem to Calculate Area
2200,The Four Fundamental Subspaces of a Matrix
2201,Conditions When a Determinant Equals Zero
2202,Reciprocals of Rational Numbers
2204,Surds
2205,The Real Number System
2206,The Multiples of a Number
2211,The Standard Matrix of a Linear Transformation in Terms of the Standard Basis
2213,Interpreting Linear Expressions
2214,Translating Between Explicit and Recursive Formulas for Arithmetic Sequences
2215,Translating Between Explicit and Recursive Formulas for Geometric Sequences
2216,Dilations of Geometric Figures
2217,Stretches of Geometric Figures
2218,Rigid Motions and Congruence
2220,Modeling With Linear Functions
2223,Modeling With Arithmetic Sequences
2224,Approximating Solutions to Systems of Nonlinear Equations
2225,Introduction to Systems of Linear Equations
2226,Reflective Symmetry
2227,Rotational Symmetry
2229,Converting Units of Area to Smaller Units
2230,Determining Units in Formulas
2231,Selecting Units for Rates of Change
2233,Converting Between Mixed Units
2234,Degrees of Accuracy
2240,The Quotient Rule for Radicals
2242,Arithmetic in the Complex Plane
2244,Simplifying Linear Expressions Containing Fractions
2270,Solving Linear Equations With Decimal Coefficients
2271,Introduction to Sequences
2273,Inverse Variation
2274,Modeling with Direct Variation
2275,The Difference of Squares Formula
2278,The Segment Addition Postulate
2281,Absolute Value
2282,The Place Value System With Decimals
2283,Comparing Place Values With Decimals
2284,Converting Decimals From Expanded to Standard Form
2285,Converting Decimals From Standard to Expanded Form
2286,Comparing Decimals
2287,Estimating Multi-Digit Multiplication
2288,Multi-Digit by Two-Digit Multiplication
2289,Dividing Decimals by Powers of Ten Using Decimal Point Placement
2290,Estimating Decimal Multiplication
2291,Three- and Four-Digit by One-Digit Multiplication
2310,Compound Inequalities
2311,Converting From Expanded Form to Standard Form
2312,Place Value With Numbers Up to Four Digits
2313,Comparing Place Values
2314,Introduction to Exponents
2315,Powers of Ten
2316,Multiplying Numbers by Powers of Ten With Exponents
2317,Multiplying Decimals by Powers of Ten With Exponents
2318,Multiplying Decimals by Powers of Ten Using Decimal Point Placement
2320,Converting From Standard Form to Expanded Form
2321,Evaluating Exponents
2322,Multiplying Numbers by Powers of Ten Using Place Value
2323,Dividing Decimals by Powers of Ten Using Place Value
2324,Comparing Whole Numbers
2325,Rounding Down Decimals
2326,Estimating Decimal Addition and Subtraction
2327,Speed-Time Graphs
2328,Dividing Three-Digit Decimals by Two-Digit Decimals
2329,Three-Digit by Two-Digit Division
2330,Estimating Multi-Digit Division
2331,Four-Digit by Two-Digit Division
2333,Estimating Multi-Digit Division With Decimals
2335,Division of Whole Numbers With Decimal Quotients
2336,Factoring Biquadratic Expressions
2337,Further Factoring of Polynomials Using GCFs
2338,"Multiplying by 10, 100, and 1,000 Using the Pattern of Zeros"
2339,Addition With Unequal Numbers of Decimals
2340,Subtraction With Unequal Numbers of Decimals
2341,Decimal Fractions
2342,Converting Decimals to Fractions
2343,Reading and Writing Decimals Written in Words
2344,Equivalent Decimals
2346,Multiplying a Decimal by a One-Digit Whole Number
2347,Multiplying a Decimal by a Multi-Digit Whole Number
2348,Multiplying Two-Digit Decimals by Three-Digit Decimals
2349,Converting Mixed Numbers to Decimals
2350,Converting Decimals to Mixed Numbers
2351,Adding Fractions With Like Denominators
2352,Adding Mixed Numbers With Like Denominators
2353,Adding Fractions With Unlike Denominators
2354,Adding Mixed Numbers With Unlike Denominators
2355,Multiplying Three-Digit Decimals
2356,Subtracting Mixed Numbers With Unlike Denominators
2357,Subtracting Fractions With Unlike Denominators
2359,Converting Improper Fractions to Mixed Numbers
2360,Multiplying Fractions by Whole Numbers
2362,Subtracting Mixed Numbers With Like Denominators Using Improper Fractions
2363,Equivalent Fractions
2364,Writing Fractions in Lowest Terms
2365,Least Common Denominators
2366,Fraction Models
2367,Improper Fractions
2368,Finding Equivalent Fractions Using Area Models
2369,Dividing Fractions by Whole Numbers
2370,Adding Fractions With Like Denominators Using Models
2372,Subtracting Fractions With Unlike Denominators Using Models
2373,Estimating Sums and Differences of Fractions
2374,Adding Fractions With Unlike Denominators Using Models
2375,Adding and Subtracting Fractions With Unlike Denominators: Word Problems
2376,Comparing Fraction Models Using Common Denominators
2377,Dividing Whole Numbers by Fractions
2378,Multiplying Fractions
2379,Multiplying Mixed Numbers by Whole Numbers
2380,Multiplying Mixed Numbers by Fractions
2381,Multiplying Mixed Numbers
2382,Dividing Fractions
2383,Dividing Mixed Numbers by Whole Numbers
2384,Dividing Whole Numbers by Mixed Numbers
2385,Dividing Fractions by Mixed Numbers
2386,Dividing Mixed Numbers by Fractions
2387,Dividing Mixed Numbers
2388,Reciprocals
2389,Estimating Decimal Addition With Benchmarks
2390,"Dividends, Divisors, Quotients, and Remainders"
2391,Interpreting Remainders in Context
2392,Two-Digit by One-Digit Multiplication
